#OTU_IDs	16S_rRNA_Count
144239	3
273240	1
273242	2
4037903	3
100203	4
273246	3
4037908	1
4037909	3
1055744	4
1112262	1
100208	3
335114	2
130905	4
335116	3
2942989	2
1121948	3
335113	3
335112	3
3138595	1
335118	12
1121943	2
4301523	3
3290187	2
952345	5
103749	2
593138	4
2278793	3
2404527	2
313837	2
313834	3
313835	3
313833	3
313830	4
313831	5
588430	8
4337795	3
346843	6
588433	1
346845	5
4337792	3
346846	6
1103501	6
276740	3
1050813	4
276747	4
276744	5
616188	6
1085292	2
103740	3
617639	2
140805	8
909798	5
140807	5
140806	5
2503547	2
4412937	2
614158	2
4384802	1
111452	5
186468	3
558149	1
605671	3
2562098	10
404328	3
4413040	3
550798	3
741546	2
550793	3
403800	3
4348038	2
742016	1
947627	2
821895	4
821896	5
592261	5
1589492	10
821898	4
186463	3
2204505	9
904872	3
332452	2
2865887	5
2188623	2
104109	2
4336448	2
362443	6
2990921	4
362441	3
3307435	5
4336446	2
362445	6
1111502	4
363310	3
4392684	3
1124234	4
547727	3
1124237	1
3429470	3
3429471	2
232099	3
2185597	1
4425872	3
133665	2
1087633	3
4425877	5
4425878	2
317200	4
317203	3
2387666	3
317205	1
317204	2
317206	2
128192	4
316557	4
4467418	6
1122213	2
316550	1
552932	2
4437583	3
552930	2
552936	6
552935	2
836410	3
836414	2
202797	5
3278416	3
3533720	1
3533721	2
3533722	2
3533726	2
3533727	1
1112922	5
3505031	9
172842	3
3505032	9
960659	5
4381566	3
4381565	2
4381563	3
557267	4
746661	2
3787522	3
746667	9
4330468	8
4330466	1
233329	6
4330464	3
4330463	3
4330462	2
4330461	3
4330460	3
4452825	5
887059	4
702966	2
4298885	5
310093	3
591187	3
591182	2
283372	4
57464	3
643285	1
591188	12
4412302	7
1626804	5
4409207	3
293573	6
1006617	1
274548	10
208790	6
208793	3
313009	3
47916	2
313004	2
789294	5
4444474	1
4360366	2
4360360	7
4360363	4
789292	4
4444479	2
4319686	3
4319685	3
4319682	3
656307	3
2115593	10
4319689	3
634645	4
556139	3
556130	3
1045938	3
234677	5
1045937	2
1045933	2
4373715	3
4436040	4
107751	2
4367098	1
4325733	2
11274	4
11270	4
11271	4
11272	4
43347	8
275493	5
11278	2
19062	1
3758550	9
974203	3
449897	1
1131906	4
974209	4
1126217	9
4341328	3
4313058	3
1110695	2
1110699	3
4341326	1
3181321	6
687123	2
766094	2
1041947	3
4361014	3
4338875	3
4338876	5
4338878	2
4361019	4
707259	2
4399807	2
4318557	3
4437999	3
4437998	3
4437996	8
4437993	12
3730265	1
358905	1
213289	3
784747	3
191757	1
191756	1
191755	1
1128041	2
191753	3
191750	3
4470729	4
785837	3
772702	3
826986	9
80664	4
1698511	6
4382410	4
697847	10
546257	2
4364995	3
4460311	3
4460310	2
3194093	1
787096	3
317960	3
546259	3
575915	2
575914	7
575910	2
531462	4
97734	3
639764	2
639767	1
7913	2
7912	2
7911	2
7916	2
7915	2
7914	2
4472380	3
264736	6
2769758	7
2070224	1
824166	7
349020	2
824164	2
349024	5
349028	9
231518	1
824169	7
19573	1
4334465	7
906124	6
273277	3
190084	3
571118	3
571111	2
571110	2
4004098	2
49700	4
571114	3
554516	3
554517	3
829456	8
211625	7
717262	1
4447357	3
4463667	3
764838	2
4447353	3
405062	4
764836	5
4357786	2
820133	4
820136	10
820137	3
820138	1
820139	10
901762	2
2164505	1
3572025	5
4399995	3
882923	3
882921	4
736803	1
4250077	4
335107	2
4250079	4
370035	3
686900	4
179109	2
145737	2
1076257	3
145730	2
179107	1
288288	3
939157	5
288283	2
187331	6
288285	3
931708	3
830836	2
953084	5
907656	5
443534	3
570248	2
143607	3
175735	4
94413	3
570242	1
143609	4
94416	1
570246	2
705270	2
828327	6
3367928	6
1074238	10
330359	3
2367866	2
4054977	2
148925	1
4355602	4
4355600	4
4355601	4
247624	3
290621	5
290620	4
1900034	4
519445	2
247626	1
519443	4
2868213	6
519441	1
2868211	3
718733	3
357846	2
147127	3
243494	3
1063958	3
226618	4
356711	2
1106328	3
711483	5
1034645	4
242728	3
356718	1
815975	2
1106320	7
4300269	4
1106326	10
815972	2
242720	3
4316928	6
4335321	3
303058	4
4316920	3
4316921	3
27071	1
738090	1
4472442	6
174461	1
174463	4
221269	3
221267	2
4300261	2
78971	3
575555	2
2094983	3
262084	3
262087	3
1147086	1
1147087	2
1147088	2
1147089	1
2091006	3
2091005	5
2091001	2
2456531	2
3905354	10
3905356	2
3905357	4
3449383	2
1030290	2
3092716	3
531152	4
531157	1
228593	1
4299414	4
816408	2
4299417	5
4299419	2
430797	7
1101672	7
816400	5
592832	3
580475	3
580473	1
332764	4
26307	2
4458297	6
4458295	3
190875	6
190874	1
190877	3
190876	1
190873	6
190872	3
1078283	2
1078281	5
190879	2
4468509	9
166292	6
334476	2
166297	3
308995	2
21823	5
308997	2
814592	1
308991	4
261578	3
261573	3
445158	5
261574	2
2775244	7
99902	3
572263	1
99906	3
99907	3
99904	6
572267	2
2476647	3
716140	2
1074660	10
4297114	10
4334373	3
678741	9
806608	2
806609	3
4334377	3
759880	2
759883	1
4334379	9
4334378	2
299326	3
299325	1
106308	3
199396	4
199393	4
199391	3
670178	3
2224797	3
83595	2
2073048	3
530206	4
106307	6
113013	3
113010	2
113017	2
2341996	3
36705	4
2006142	3
581700	1
376387	3
342471	3
535359	4
535358	3
1115975	8
105450	2
535353	4
535354	2
309648	3
260623	2
309643	1
309641	3
309644	4
260629	3
239747	2
2858770	5
2858777	9
763326	2
351870	3
4456491	4
4456490	3
351875	3
4456499	5
4456498	3
566489	4
343091	2
1962283	9
343092	1
274447	2
3645916	1
343097	2
683707	1
4457728	2
4349279	2
659671	2
682542	3
918613	2
3200052	5
691505	3
815425	7
551892	2
198449	5
528278	3
847924	2
528270	3
528275	3
295374	3
102107	7
534004	2
360312	2
360315	4
295371	4
798260	3
529584	5
534008	2
102109	6
4417983	1
4417981	2
331294	1
233692	1
233691	3
615307	10
2377707	8
333675	4
4468203	12
4468202	8
184160	1
4468200	2
4304976	4
4304978	5
131971	2
275311	3
275315	5
1750188	2
275319	4
726654	1
726655	1
224730	3
224731	4
531989	2
685014	2
934605	3
531982	2
4350393	3
234651	5
157429	2
157428	10
1111559	2
157424	5
4452904	2
263546	4
263542	3
263543	3
642843	2
361045	2
4298527	3
272097	3
4298525	5
272092	3
328573	4
4298529	3
1122513	2
751437	1
1122517	2
159272	4
103471	3
1081348	5
988112	3
750747	2
1068124	5
1082691	7
4305621	4
720889	4
4305628	3
394960	7
4341654	1
1127047	1
4341656	3
4341657	2
4341658	2
4341659	2
2933506	5
183676	4
183675	4
429099	4
183679	4
1100158	3
180321	4
180325	2
3207636	3
180327	1
180328	4
180329	1
1111892	3
1111895	9
1111896	1
616028	4
946034	4
230578	1
693124	2
693129	3
230570	3
616027	5
559177	2
995260	5
76927	4
933953	7
551360	2
279920	3
551366	2
551365	3
4454408	3
551369	2
813590	3
861912	4
513257	6
513250	4
3846491	5
3846492	5
139513	2
139512	3
139511	1
3690024	5
4344637	1
552479	4
1051863	4
981471	3
4337613	2
4342309	2
4342308	2
402252	3
4342303	2
2134884	1
7280	6
2134881	5
744526	3
325183	3
362767	1
362764	4
362765	1
2748888	2
853793	5
362761	1
114439	4
617773	4
865342	3
4466847	5
708018	4
231220	3
754118	9
1050889	4
708012	2
4466848	2
4302901	5
827109	2
4302907	4
4302908	3
4240137	5
553981	3
553982	1
553983	4
947784	3
585501	3
1756111	5
315506	5
184957	2
315501	2
315502	2
4387841	3
4387840	3
703594	2
4197254	2
4387845	7
390972	8
4349935	3
390971	10
4463318	3
4463319	10
555126	8
555129	4
4463317	2
2118957	2
4310427	7
3506244	3
4446319	12
3506242	3
694205	1
4446315	4
327282	4
4446317	2
4446310	3
4349930	3
818061	2
526875	6
818063	2
573829	2
353129	1
526872	6
320912	1
4398146	3
573826	3
353120	3
320911	2
935864	4
89772	4
4453647	3
753465	2
4248322	2
4248323	2
590468	2
4248327	2
655589	5
688965	4
4336436	3
246060	2
207153	5
207151	2
2628576	2
702885	5
826270	2
4426858	2
1005864	2
4435249	3
252257	2
252254	3
4426850	4
4426851	4
252259	3
4435241	5
4435240	4
715492	4
314676	1
4338494	1
704060	3
314679	5
300692	5
300691	5
47897	6
300694	6
300695	3
217350	2
720984	4
217352	2
584396	2
584390	2
217357	3
242950	2
4445669	7
525967	9
823172	3
5504	1
4363775	2
557184	3
557186	2
352659	2
352657	7
352652	1
516825	1
516827	3
178566	1
178568	3
738704	2
573977	2
237811	3
237813	2
363322	1
343700	2
1047212	5
831678	1
4429504	3
4429500	6
831671	3
273762	6
831672	4
547730	2
4429509	5
206207	1
1133891	3
749802	2
3429468	2
4432738	2
577239	7
4432735	3
4432736	3
4432737	3
379762	4
2616855	7
576549	2
576545	2
576547	6
270192	1
576540	3
3182739	4
103140	3
822226	3
1121030	3
1124480	4
822223	3
4320463	4
585047	1
822229	3
4368012	2
270199	6
4367007	3
864786	10
212454	3
212455	2
4319528	3
3056461	3
503300	5
4319522	4
400544	3
4319524	6
1087622	2
662302	10
257372	3
257370	1
4425802	2
2806317	3
81479	4
4448954	3
81470	6
120484	1
540338	2
4364813	4
1874414	1
4364814	3
2458082	4
2887062	1
2887060	2
575891	6
575896	1
2450651	3
98520	2
674468	2
3728117	5
3728119	7
3728118	2
1126297	3
674460	4
674462	2
573072	7
573070	3
573076	2
573077	3
1053138	5
1053133	5
4358287	5
3136150	3
140201	2
4424827	9
1998485	10
4424825	3
4424824	2
4424823	2
4424822	7
244033	1
244032	2
832511	2
244038	2
4424828	3
4332206	2
668609	3
3745958	5
945	1
3323110	5
668601	12
894672	4
171909	2
821146	12
153366	2
153367	2
1142858	2
153362	2
821141	5
2365720	2
153368	4
1142852	2
821149	2
4400942	3
4400943	2
4400947	5
1072189	2
4458527	3
4400948	5
4400949	4
148689	3
762313	2
639485	3
639487	2
762317	2
278525	3
125969	4
278521	2
278522	3
519964	4
519965	3
519961	3
359322	2
358397	4
518615	5
805022	9
162717	3
518616	4
518613	1
196735	3
196736	4
1699261	2
518619	4
196731	4
4457294	2
1062966	2
444124	7
1052663	5
3017908	5
841617	2
308224	1
323242	3
260536	2
559613	3
142059	10
112618	8
142050	6
176323	3
142053	3
87741	3
964755	4
331720	3
4356871	1
331724	1
331725	4
1882333	1
115345	3
152014	4
152017	3
307953	5
307954	1
307956	2
976492	3
251907	6
251904	1
251903	2
251902	10
251900	2
149555	4
1104469	2
4300679	5
4374589	3
149552	4
512121	2
4300677	1
4300676	3
149558	5
1104466	3
4300672	4
3073033	9
719345	2
719343	4
4308082	4
4308083	3
4308080	7
4308081	3
4308084	5
4308085	3
814906	2
3689880	2
814904	3
3689882	2
814909	1
243358	3
302207	4
325855	3
302204	4
187178	5
187179	6
302201	5
187174	3
187176	12
793634	1
672047	2
157994	4
137805	1
672042	3
443474	3
2770490	2
157999	3
325850	1
72009	2
520945	7
529035	4
72003	5
72005	1
3156804	1
3156801	2
4459846	4
73753	4
330092	2
330091	4
1704400	2
330097	2
330094	2
4297795	5
330099	1
330098	2
2618901	6
631818	3
369008	2
4373924	5
526161	2
79588	2
369005	1
3029737	1
3029735	2
4301108	6
4301109	3
4377053	6
4301105	2
4301106	2
4301107	3
4301100	2
4301102	2
130532	3
130535	4
647821	2
4298647	4
526168	2
4298640	10
4298641	8
3235430	2
4298648	4
4298649	3
4415600	3
224436	4
132981	3
697805	3
718335	2
4479142	5
4402973	2
4402972	3
262166	3
262165	6
262164	4
262163	2
262161	2
797272	2
422863	4
306939	1
4474049	4
561836	3
291149	5
311682	2
4474040	3
4474041	2
564981	4
564986	2
4474046	5
4454175	4
807050	3
624631	2
550349	2
4332284	2
550342	1
279231	6
550344	3
4335748	4
110236	6
4332286	2
4348670	1
4335740	3
531052	3
4335744	4
4335746	4
4299595	2
4299594	6
2614101	3
4299596	2
4299590	2
4299593	1
789460	4
364722	3
4448099	2
104606	2
104603	2
1963121	3
1963120	3
4391960	2
3751007	3
1963124	3
4391965	10
1963126	2
628811	2
3751009	3
3751008	2
277842	3
2184679	3
325629	1
723407	2
4384433	3
4475316	1
3994000	1
1120404	6
994080	6
4384438	5
4475319	2
687913	1
298919	4
3424188	6
4367895	1
997574	3
4431738	2
2214207	8
2214201	4
393172	5
3118227	1
3118225	1
1814515	2
147925	3
919048	5
2003729	4
138158	4
2003721	3
683530	4
1107705	6
1107703	3
1107701	3
773251	5
199218	3
773253	2
199212	3
2479861	2
39165	2
199214	4
199215	3
4398437	4
4398434	2
746679	1
799075	3
680661	3
3883803	2
694777	5
4398438	3
694774	2
294708	4
294709	6
4416974	2
4344009	3
232442	2
330840	1
989778	5
107620	6
330844	3
396244	3
330846	3
4425429	3
753117	2
4323929	5
753113	2
753112	2
996626	5
3067471	3
2795810	3
74854	10
4457885	4
4457884	4
3034532	1
274760	2
4434889	2
38060	5
343119	4
274768	2
4457888	3
4367676	2
682664	4
574533	2
363515	3
918798	4
89902	3
202341	1
202345	2
108883	4
202347	3
40030	9
108882	2
182869	4
1116498	4
182861	4
1116497	5
182864	1
546073	10
360291	1
1012494	4
855043	5
15644	2
15646	2
15641	2
15640	2
2455682	2
4345757	2
4466114	2
269012	4
269011	4
233716	3
233712	8
4452107	1
269019	4
109735	3
109731	4
109733	3
224666	3
4304837	5
4304835	4
1961384	4
4304833	2
4304832	6
1961380	5
569652	1
1961388	2
344465	4
4312726	2
344462	1
184080	1
184083	1
298702	4
184084	3
298700	4
4350455	1
4350456	2
531867	4
1120631	4
531865	1
1120636	6
183736	10
183737	4
183734	2
1084762	2
183731	3
229959	3
229958	4
183738	1
1084768	3
3950306	1
629364	2
2876794	9
629361	2
629362	1
4425894	2
338452	5
856536	2
338457	2
338456	5
4464749	4
4464745	2
812560	1
992011	5
812568	2
3765722	6
2871217	3
2871211	2
2871212	2
1111749	1
784310	1
551288	3
681580	2
551282	1
551284	3
4368159	3
1655329	3
980668	2
4334867	2
4334866	1
4334864	9
4334863	2
1127362	2
4334861	3
2937841	9
553664	4
553666	3
657299	2
324173	4
1041536	4
324176	3
448716	3
287773	4
287776	10
154176	3
537550	4
670523	1
515098	4
3782493	3
1612836	10
230437	4
515096	4
628011	2
825001	2
825000	2
40649	1
640140	2
969939	5
970805	1
1873000	2
218178	3
4369287	3
652700	3
218171	2
426860	2
80239	3
218175	3
254336	2
101390	3
552531	2
3290341	3
3290343	3
3290344	3
3290345	3
551073	4
4328805	2
4463295	3
4463294	3
780343	4
551071	2
853055	5
853051	2
4431997	3
358366	4
325226	3
325227	1
325223	2
1006814	5
323688	1
323686	3
4443159	4
518333	4
158130	5
805591	4
3100758	5
4443151	3
860144	5
689913	5
623952	2
320981	5
219226	2
219225	2
176654	3
176657	3
656330	2
1139162	3
1139163	6
2985051	1
4324867	2
4324864	4
457418	3
184856	4
255069	2
653071	5
184853	1
184850	3
703657	2
236166	2
81358	2
587746	2
587745	5
252590	1
252593	2
4362967	2
4448456	5
4448457	4
1505338	3
3783302	5
1630	2
4326646	2
4326647	3
4326640	3
4446270	2
353085	4
1049198	3
353089	3
322794	6
322793	1
322790	7
179557	1
4418920	2
179555	3
4418922	3
692902	4
307022	4
179551	1
84261	3
1945573	5
178686	6
385780	4
2044527	4
178682	3
322392	3
2968484	2
3997693	3
887292	3
4442689	1
4442688	2
280480	6
1104700	2
1104701	2
4442687	1
4442686	2
1104704	2
94847	5
94840	3
353625	2
207051	4
365764	1
365761	3
175307	2
4319693	3
175300	1
114321	2
1133917	6
114322	2
4322011	3
114327	3
114326	2
114329	2
584210	4
650505	2
584218	1
3336807	8
575513	1
575512	1
4301820	6
38227	5
575519	1
200168	3
513456	3
111668	2
111661	3
4439530	10
4439536	3
1731729	3
1766034	6
3767151	2
110130	5
513452	4
110134	2
110136	6
4403564	6
1136249	4
3487222	9
533133	4
533132	4
4471457	2
533137	3
1136245	1
3247816	2
886524	3
4382884	1
256742	3
803335	3
930088	6
256747	2
785438	7
2021407	3
304308	1
304309	1
828994	1
304304	2
304306	3
304307	5
1780120	6
410908	5
4323768	6
410905	2
338939	7
7517	4
574641	4
574644	3
7511	2
7510	2
1075505	2
7519	4
7518	4
4359050	1
731748	2
4359056	5
560687	2
266289	3
807521	3
807522	3
807523	1
807524	1
807525	2
625929	2
4474675	2
835148	2
835146	8
835144	1
532669	2
532665	2
1846693	2
1846692	2
580822	1
580824	2
740245	4
4465746	4
308907	1
1971508	2
1058734	5
261104	3
261105	5
261106	4
261103	3
150770	2
547560	7
261108	3
577504	4
150774	2
71703	2
874516	1
836802	1
4401931	2
4401934	4
4401935	3
307450	1
124913	1
3722859	1
4456040	2
4456042	2
4456044	2
2482434	3
4456046	2
4456047	6
4456048	7
4456049	4
328391	4
4372130	5
4405723	2
4405724	2
1053077	3
730836	4
362254	1
290864	3
290863	4
290862	2
370957	5
191191	4
191192	1
191197	3
191199	3
325706	4
250972	2
250979	6
260275	2
1105272	2
579906	2
1105274	3
1105279	3
260278	4
300106	4
2477947	1
148528	2
278480	4
300102	4
300103	4
148522	4
148523	2
3322865	2
148521	2
4341384	3
938298	4
186104	3
186105	1
1142820	3
4457315	3
4457313	6
4457312	2
4457311	3
4457310	10
355859	4
2771646	5
1766860	1
2771645	3
67037	3
355850	1
2215060	3
67033	3
301472	10
265736	5
265735	2
138346	1
265730	3
1096286	7
2288382	6
198018	3
910016	4
2288387	4
1740161	1
157818	4
157819	4
1112774	2
775188	3
4296362	9
4296367	2
4296366	10
4296365	10
4296364	9
4409581	2
4409580	2
4409583	2
4409582	2
798634	3
594358	3
1135531	6
704120	2
1135532	4
1135535	3
4304205	4
1705654	3
4374261	8
218565	4
752556	3
2069791	3
2069792	1
4397810	9
4397814	5
967101	6
4304201	3
109288	2
109289	2
109284	2
109285	2
109287	2
109280	2
109282	3
109283	2
92464	1
194646	4
194647	3
194644	2
3699310	2
3082898	3
194648	1
3699313	1
2271511	3
4309490	2
288044	4
288045	2
1088481	4
288040	10
503218	7
288049	4
1781058	4
136602	3
136603	4
136604	4
136608	5
336722	9
4338864	3
4326363	2
336725	3
1108350	1
4393229	2
263191	1
1108354	1
263193	4
1108356	2
1108359	2
1108358	3
859787	4
263198	1
4410807	5
4410804	5
4410802	3
4410803	7
4410800	4
4408670	4
3047667	3
631998	3
4453564	2
4453565	2
4453566	2
4453567	3
4453568	2
80009	3
551733	4
551732	2
551735	2
268566	3
813142	2
4454034	3
4454033	3
4454032	3
4454031	2
4454030	4
309849	3
567949	7
567945	5
567944	1
567942	3
758545	1
3048527	2
4446000	3
4430738	5
921571	2
107873	1
440499	6
4430730	5
4430731	7
107878	2
562272	2
1964536	3
327169	4
562271	4
1964533	2
562277	2
562275	5
327163	5
4476103	1
755672	2
755673	3
23870	6
165589	4
1063394	5
755678	3
211849	3
220338	2
722259	3
711917	4
711915	3
4294985	3
4294987	3
4294986	3
4294988	3
565301	4
4124680	1
4431378	1
891861	3
582763	6
550064	6
550063	1
509019	2
139127	2
509011	3
509013	4
4439398	7
509017	1
2969327	3
252947	4
344948	1
4451553	2
252944	1
344943	1
344940	8
344941	4
344947	1
297350	4
4431468	2
641332	10
641334	1
4378168	10
922002	4
4431461	1
4431463	4
4431462	4
4431464	4
4415569	2
673289	4
267110	3
267113	4
227645	1
3132414	2
166058	2
4407900	2
4407907	5
166050	4
166057	1
4376297	3
753094	1
267117	3
4407904	2
824175	1
1660700	2
306018	2
33048	10
1122917	4
583625	1
583627	1
33043	4
583622	5
901239	5
138291	2
203774	1
909420	3
138295	3
4437868	3
41229	4
4366060	4
4366061	4
619364	2
1111263	2
1111267	3
906953	4
159945	2
86519	1
216317	2
1111269	2
588903	2
588904	3
40173	2
1866548	2
658009	2
658008	1
4305861	7
14094	1
14091	6
14090	6
1085984	4
658002	3
943989	5
219149	5
3740842	1
204273	7
4468597	4
204270	1
204274	1
4389971	1
1142725	3
1142722	6
811179	10
212534	1
811170	4
1067358	4
173581	1
178910	3
178911	2
178912	1
783230	10
3376484	5
3376482	3
568807	2
328181	3
4361611	2
4462531	5
353782	5
813990	6
813992	3
826991	5
1062652	7
1062651	3
256569	2
4432340	3
4432343	4
4322561	4
653394	12
4432347	5
823504	5
823506	2
823507	1
914697	5
2243354	6
738603	3
339209	4
83042	3
4387361	4
4136765	2
339200	3
819367	2
819360	2
4375704	1
2693230	5
1115020	10
2693232	3
1115022	2
1115029	6
361285	3
812489	4
4440612	3
4363064	10
97704	4
206654	1
206650	3
886096	6
282750	3
814675	5
814670	5
4364987	2
4364986	2
814678	3
99568	6
815107	2
2572567	1
815103	2
815102	2
229856	3
229854	2
3512810	2
3512817	8
173006	2
3512815	2
173004	1
1134916	3
1134917	3
4323212	4
1135163	4
975175	3
1117883	2
1137772	10
822671	2
822670	2
4375826	5
822679	3
822678	2
338557	3
338555	2
338553	1
338550	3
338551	4
1105665	4
338558	5
577312	2
835437	8
1010377	4
352986	4
835431	1
4385598	5
1010379	2
1018165	4
822790	3
661152	10
1043812	5
405590	2
366771	1
288207	4
716262	1
100727	6
154673	1
100721	2
100722	8
100723	2
95937	3
178276	1
154679	2
154678	1
3271060	5
201387	2
4373110	3
201382	2
367910	1
305363	2
3609634	7
305369	2
305368	3
2374859	3
15470	4
1993686	7
319899	1
2293127	3
241543	5
241541	4
241546	4
241544	2
159173	2
159172	4
524452	2
172753	6
159177	2
159176	2
524457	3
524459	2
4476812	2
4476814	2
4426654	2
276461	5
628193	2
276467	6
276466	3
2562509	2
276464	3
628199	2
276468	3
322859	2
277730	10
514481	2
514482	1
277733	3
806945	2
277735	3
514486	4
277737	3
806949	4
3827844	1
323729	2
4378369	12
4422880	2
310046	5
4378361	5
310049	2
4378364	9
4370178	2
660200	2
1139392	11
244444	1
244445	4
1138117	2
1138119	2
546852	2
702486	2
101450	1
702483	2
254279	2
1130344	2
254275	3
1130341	1
101458	3
4164828	8
62403	3
887844	3
62405	2
4449608	3
4449609	3
1131431	1
4348571	6
237617	2
237616	2
13186	2
13180	2
821593	2
821592	2
13188	2
821598	3
20651	2
144054	2
304638	2
1048122	5
1133496	4
2954101	3
85073	3
257807	2
3039313	5
363611	5
544145	5
544146	6
544147	2
363617	3
363616	1
4473163	6
805419	7
805416	2
213997	4
4473168	5
805412	3
805413	3
313682	1
4339728	3
1691506	4
415529	4
11964	6
54577	1
351498	8
11962	6
1139646	4
1139645	3
1139644	3
1026553	7
74559	6
539152	2
4469500	2
254577	7
4469504	1
367300	6
587460	2
587461	2
355913	10
355912	4
355911	2
355910	2
355915	6
587469	3
1674080	6
4438581	2
4438580	3
4319627	2
4438585	1
4438584	3
4438587	1
4438586	2
1134142	2
1134140	2
1134145	1
15936	2
4309300	5
111149	3
111146	4
663161	2
1135434	1
307090	4
1135439	2
545236	4
4353093	6
545233	4
545232	6
1003093	2
426436	3
2842412	2
4347888	3
1080448	6
1080447	2
543697	3
1080445	2
1080442	3
829924	2
829927	2
296540	4
2253167	2
4357198	3
4478626	3
4478627	1
540346	3
829929	1
4478623	7
1108629	2
1025909	4
192330	2
3735928	1
1108621	2
1108624	2
82680	9
217190	5
217198	3
4316518	6
4297346	4
268986	3
575495	4
268983	3
575493	8
268981	6
324842	9
609761	2
324849	3
575498	6
4428967	4
350082	2
267457	3
350086	7
267451	6
267452	1
953855	3
736318	3
289648	8
289647	4
289646	4
289641	4
197869	6
4428969	4
529606	3
533075	2
533072	1
93202	2
197864	3
3863512	2
1567686	2
1567688	2
580787	2
580782	1
377307	8
882616	5
282342	4
282345	3
4404990	3
195646	1
195640	1
220685	7
220686	3
220683	3
632993	2
214422	2
821677	1
3879955	1
306605	3
306601	2
1146064	1
215772	3
971127	3
4317960	4
215776	2
215778	3
1092353	2
1146069	5
874494	4
4455279	2
357533	7
3347386	3
266327	6
357530	7
266321	2
3347382	2
3347381	2
807487	3
251708	3
807485	1
266329	2
807482	2
807480	3
1098982	4
178494	1
4359790	4
288997	3
288994	4
4359797	1
733241	2
926929	4
2888732	5
635410	3
732110	9
732112	3
837741	6
773686	1
1079646	3
1066179	4
297628	4
297629	5
3050280	1
3050286	2
275985	3
297627	10
9994	7
666696	6
4355691	2
766238	3
4327188	7
631781	5
4329270	6
984426	3
4329272	5
737891	3
737897	2
3703468	3
466409	3
2047931	2
4352648	5
349703	2
349700	4
778987	6
851885	6
1106889	1
1106888	2
198192	1
428867	3
851882	4
198191	1
137050	3
804455	3
137052	2
137053	1
1096328	3
137055	4
137056	10
190766	9
190761	1
810198	1
142294	3
810194	2
142298	3
810196	2
810191	2
49421	9
3979067	1
808352	3
98948	4
808356	2
211106	4
808354	3
808355	5
3196189	9
4447415	4
4447414	2
4447417	5
4447416	3
90721	3
2545906	5
564318	1
108053	5
4294797	4
168305	2
168307	2
168308	3
516761	4
768396	4
516765	4
207247	3
784950	4
4294793	2
567464	3
1146948	3
567461	2
567463	4
2431916	1
567468	5
2259382	2
4482664	5
2259380	3
355045	3
4482663	3
271926	3
4482668	4
893916	2
355269	4
4481310	2
375795	2
840769	5
840768	4
4481318	3
757518	2
521088	1
1740283	1
521087	3
295086	3
143520	1
143527	3
295083	6
143524	3
4409466	12
222214	3
222217	6
4409462	10
222213	5
4409461	10
4296288	3
4296289	3
216453	1
4296282	2
4296285	3
4296286	5
4296287	4
4311934	4
4453684	2
3094735	5
1144037	6
812134	2
866178	2
812136	2
812138	5
4311939	3
308614	2
4409960	3
511230	2
308618	2
181940	3
511234	3
181946	10
511236	4
606789	2
644348	3
4394831	2
560115	2
31170	5
31175	2
982282	1
1078207	4
167156	4
4433321	2
4433322	2
1060104	4
1034564	4
299882	4
299883	4
577387	2
326113	1
4331755	1
4331758	5
456330	5
354798	2
73591	9
73590	5
4064411	5
73595	8
4322608	3
561445	3
535847	3
4355907	2
4436669	4
4307910	1
995194	4
995197	4
233988	2
4437130	4
233981	7
955943	4
1065082	3
813268	4
813269	8
813266	2
358166	6
358162	4
699820	3
273058	4
364651	3
273051	3
273050	10
273052	4
273055	3
3138728	2
273056	3
717070	9
364655	7
1131137	4
593389	3
593384	3
181821	3
593380	7
735569	3
334650	1
3142187	2
4430679	6
334656	6
1037039	2
208171	2
4303320	3
4303321	4
4430671	2
428056	7
327649	2
973182	2
327647	3
973186	5
230813	2
2358074	6
165261	4
515449	1
230869	2
165266	4
515443	3
515447	2
4458934	4
514318	4
514316	2
106146	2
224800	4
224801	4
651042	2
4509	3
224809	2
289357	1
2554170	5
143671	2
582034	2
1120883	1
4335182	6
4335180	4
618715	3
4335186	4
4335184	6
4335189	2
1120888	2
181825	1
4334636	2
4334634	2
4334638	2
4334639	2
106144	3
1114597	3
570270	1
1110079	3
3253212	2
660123	4
525391	6
94420	3
592038	2
592037	3
592036	2
592035	3
670941	2
569857	2
611630	2
1110077	2
1110076	3
828337	8
266244	5
337302	3
337303	4
454921	3
790364	3
790363	2
1116891	1
1116890	3
1069880	4
450595	5
1069886	4
790368	4
668507	5
204335	2
2045646	7
1117760	6
84636	5
1117767	1
248306	3
369828	1
3935866	6
248309	6
1091871	4
3602633	5
795258	1
583782	6
583781	4
583784	3
71373	11
4306445	10
4349135	2
1813260	2
12907	3
12906	3
12905	3
140762	8
12902	3
668509	1
2366355	2
180830	4
80683	3
834424	3
180834	5
1111380	1
4457266	7
4305989	4
4438211	2
178221	1
4453981	1
524951	7
524954	1
271024	3
4330635	2
4381799	2
271021	2
4306440	10
437346	5
4330638	2
887641	6
3521748	1
113950	2
313617	2
487672	3
357680	2
652998	2
4308956	2
2286116	1
4468125	5
164456	4
357684	3
2758929	2
136972	2
136978	2
213436	1
208901	3
4478992	4
538813	2
525606	6
525607	5
171703	2
1019159	5
4444285	2
143393	3
245273	2
3097774	2
4444283	1
525609	1
4301099	3
312743	1
312742	4
361365	3
834626	6
